1,4.242,0.235738
2,8.616,0.228728
3,12.938,0.231428
4,17.254,0.231696
5,21.488,0.236239
6,25.804,0.231750
7,30.103,0.232666
8,34.559,0.224467
9,38.918,0.229463
10,43.133,0.237304
11,47.401,0.234357
12,51.585,0.239006
13,55.882,0.232775
14,60.233,0.229885
15,64.747,0.221582
16,69.194,0.224921
17,73.423,0.236518
18,77.680,0.234962
19,81.998,0.231642
20,86.345,0.230097
21,90.625,0.233699
22,94.990,0.229095
23,99.613,0.216357
24,104.993,0.185908
25,109.588,0.217675
26,113.968,0.228363
27,118.819,0.206186
28,123.042,0.236855
29,127.572,0.220799
30,131.938,0.229095
31,136.430,0.222668
32,140.969,0.220410
33,145.553,0.218150
34,150.274,0.211864
35,154.658,0.228154
36,159.307,0.215146
37,163.543,0.236072
38,168.041,0.222370
39,172.821,0.209249
40,177.621,0.208333
41,182.218,0.217628
42,186.944,0.211640
43,191.756,0.207900
44,196.679,0.203169
45,201.864,0.192864
46,206.928,0.197511
47,211.387,0.224266
48,216.136,0.210615
49,220.554,0.226449
50,225.276,0.211775
51,229.881,0.217202
52,234.411,0.220751
53,239.058,0.215239
54,243.507,0.224820
55,247.966,0.224316
56,252.339,0.228728
57,256.902,0.219202
58,261.425,0.221141
59,266.064,0.215610
60,270.421,0.229516
61,275.038,0.216591
62,279.397,0.229463
63,283.764,0.229043
64,288.150,0.228050
65,292.805,0.214823
66,297.416,0.216920
67,301.857,0.225225
68,306.375,0.221386
69,310.849,0.223564
70,315.469,0.216497
71,320.218,0.210615
72,324.966,0.210659
73,329.954,0.200562
74,334.871,0.203417
75,339.367,0.222420
76,344.156,0.208855
77,348.698,0.220216
78,353.053,0.229674
79,357.470,0.226449
80,361.972,0.222173
81,366.460,0.222866
82,370.937,0.223414
83,375.382,0.225023
84,379.868,0.222965
85,384.437,0.218914
86,389.393,0.201776
87,394.071,0.213858
88,398.472,0.227273
89,403.182,0.212404
90,407.655,0.223564
91,412.035,0.228363
92,416.897,0.205719
93,421.480,0.218245
94,426.195,0.212134
95,430.994,0.208464
96,435.549,0.219587
97,440.108,0.219346
98,444.883,0.209512
99,450.024,0.194553
100,454.701,0.213812
101,459.482,0.209249
102,464.023,0.220216
103,468.452,0.225836
104,473.106,0.214915
105,477.655,0.219877
106,482.084,0.225836
107,486.637,0.219684
108,491.245,0.217061
109,495.874,0.216029
110,500.279,0.227066
111,504.809,0.220799
112,509.155,0.230203
113,513.883,0.211506
114,518.359,0.223464
115,522.786,0.225938
116,527.432,0.215332
117,532.008,0.218579
118,536.439,0.225734
119,541.030,0.217817
120,545.477,0.224972
121,550.077,0.217391
122,554.479,0.227221
123,559.431,0.201939
124,563.991,0.219346
125,568.622,0.215983
126,573.397,0.209468
127,578.070,0.214041
128,582.615,0.220022
129,587.446,0.207039
130,592.041,0.217675
131,596.575,0.220604
132,601.107,0.220653
133,605.468,0.229358
134,609.903,0.225530
135,614.373,0.223764
136,618.893,0.221288
137,623.447,0.219635
138,628.263,0.207641
139,632.850,0.218103
140,637.358,0.221828
141,641.758,0.227324
142,646.453,0.213038
143,650.801,0.230044
144,655.546,0.210748
145,660.082,0.220507
146,664.746,0.214408
147,669.149,0.227169
148,673.526,0.228467
149,678.157,0.216029
150,682.563,0.227015
151,687.069,0.221926
152,691.885,0.207684
153,696.327,0.225124
154,700.746,0.226398
155,705.424,0.213767
156,710.041,0.216638
157,714.509,0.223864
158,719.216,0.212450
159,723.613,0.227531
160,727.939,0.231214
161,732.303,0.229200
162,736.891,0.218007
163,741.138,0.235516
164,745.638,0.222272
